cellosaurus name	cellosaurus accession	bto cell line	organism	age	developmental stage	sex	ancestry category	disease	cell type	sampling site	synonyms
HPS1318	CVCL_UN65	no available	Homo sapiens	70-79Y	no available	Female	no available	Idiopathic thrombocytopenic purpura	no available	Peripheral blood	no available
HPS1319	CVCL_UN66	no available	Homo sapiens	70-79Y	no available	Female	no available	Idiopathic thrombocytopenic purpura	no available	Peripheral blood	no available
HPS1320	CVCL_UN67	no available	Homo sapiens	70-79Y	no available	Female	no available	Idiopathic thrombocytopenic purpura	no available	Peripheral blood	no available
HPS1321	CVCL_A3UI	no available	Homo sapiens	70-79Y	no available	Female	no available	Idiopathic thrombocytopenic purpura	no available	Peripheral blood	no available
HPS1322	CVCL_A3UJ	no available	Homo sapiens	70-79Y	no available	Female	no available	Idiopathic thrombocytopenic purpura	no available	Peripheral blood	no available
HPS1323	CVCL_A3UK	no available	Homo sapiens	70-79Y	no available	Female	no available	Idiopathic thrombocytopenic purpura	no available	Peripheral blood	no available
HPS1324	CVCL_UN68	no available	Homo sapiens	60-69Y	no available	Male	no available	Idiopathic pulmonary fibrosis	no available	Peripheral blood	no available
HPS1325	CVCL_UN69	no available	Homo sapiens	70-79Y	no available	Female	no available	Pemphigus	no available	Peripheral blood	no available
HPS1326	CVCL_A3SM	no available	Homo sapiens	70-79Y	no available	Female	no available	Pemphigus	no available	Peripheral blood	no available
HPS1327	CVCL_A3SN	no available	Homo sapiens	70-79Y	no available	Female	no available	Pemphigus	no available	Peripheral blood	no available
HPS1328	CVCL_A3SP	no available	Homo sapiens	70-79Y	no available	Female	no available	Pemphigus	no available	Peripheral blood	no available
HPS1329	CVCL_A3SQ	no available	Homo sapiens	70-79Y	no available	Female	no available	Pemphigus	no available	Peripheral blood	no available
HPS1330	CVCL_A3SR	no available	Homo sapiens	70-79Y	no available	Female	no available	Pemphigus	no available	Peripheral blood	no available
HPS1331	CVCL_C9NA	no available	Homo sapiens	50-59Y	no available	Female	no available	Pemphigoid	no available	Peripheral blood	no available
HPS1332	CVCL_C9NB	no available	Homo sapiens	50-59Y	no available	Female	no available	Pemphigoid	no available	Peripheral blood	no available
HPS1333	CVCL_C9NC	no available	Homo sapiens	50-59Y	no available	Female	no available	Pemphigoid	no available	Peripheral blood	no available
HPS1334	CVCL_C9ND	no available	Homo sapiens	50-59Y	no available	Female	no available	Pemphigoid	no available	Peripheral blood	no available
HPS1335	CVCL_C9NE	no available	Homo sapiens	50-59Y	no available	Female	no available	Pemphigoid	no available	Peripheral blood	no available
HPS1336	CVCL_C9NF	no available	Homo sapiens	50-59Y	no available	Female	no available	Pemphigoid	no available	Peripheral blood	no available
HPS1337	CVCL_UN70	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1338	CVCL_A3SH	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1339	CVCL_A3SI	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1340	CVCL_A3SJ	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1341	CVCL_A3SK	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1342	CVCL_A3SL	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1343	CVCL_UN71	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1344	CVCL_YQ57	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1345	CVCL_YQ58	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1346	CVCL_YQ59	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1347	CVCL_YQ60	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1348	CVCL_YQ61	no available	Homo sapiens	20-29Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1349	CVCL_UN72	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1350	CVCL_YQ62	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1351	CVCL_YQ63	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1352	CVCL_YQ64	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1353	CVCL_YQ65	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1354	CVCL_YQ66	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1355	CVCL_UN73	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1356	CVCL_YQ67	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1357	CVCL_YQ68	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1358	CVCL_YQ69	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1359	CVCL_YQ70	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1360	CVCL_YQ71	no available	Homo sapiens	40-49Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1361	CVCL_C9NG	no available	Homo sapiens	30-39Y	no available	Female	no available	Primary immunodeficiency syndrome	no available	Peripheral blood	no available
HPS1362	CVCL_C9NH	no available	Homo sapiens	30-39Y	no available	Female	no available	Primary immunodeficiency syndrome	no available	Peripheral blood	no available
HPS1363	CVCL_C9NI	no available	Homo sapiens	30-39Y	no available	Female	no available	Primary immunodeficiency syndrome	no available	Peripheral blood	no available
HPS1364	CVCL_C9NJ	no available	Homo sapiens	30-39Y	no available	Female	no available	Primary immunodeficiency syndrome	no available	Peripheral blood	no available
HPS1365	CVCL_C9NK	no available	Homo sapiens	30-39Y	no available	Female	no available	Primary immunodeficiency syndrome	no available	Peripheral blood	no available
HPS1366	CVCL_C9NL	no available	Homo sapiens	30-39Y	no available	Female	no available	Primary immunodeficiency syndrome	no available	Peripheral blood	no available
HPS1367	CVCL_UN74	no available	Homo sapiens	30-39Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1368	CVCL_A3TD	no available	Homo sapiens	30-39Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1369	CVCL_A3TE	no available	Homo sapiens	30-39Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1370	CVCL_A3TF	no available	Homo sapiens	30-39Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1371	CVCL_A3TG	no available	Homo sapiens	30-39Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1372	CVCL_A3TH	no available	Homo sapiens	30-39Y	no available	Male	no available	Duchenne muscular dystrophy	no available	Peripheral blood	no available
HPS1373	CVCL_UN75	no available	Homo sapiens	30-39Y	no available	Male	no available	Idiopathic pulmonary hypertension	no available	Peripheral blood	no available
HPS1374	CVCL_A3TI	no available	Homo sapiens	30-39Y	no available	Male	no available	Idiopathic pulmonary hypertension	no available	Peripheral blood	no available
HPS1375	CVCL_A3TJ	no available	Homo sapiens	30-39Y	no available	Male	no available	Idiopathic pulmonary hypertension	no available	Peripheral blood	no available
HPS1376	CVCL_A3TK	no available	Homo sapiens	30-39Y	no available	Male	no available	Idiopathic pulmonary hypertension	no available	Peripheral blood	no available
HPS1377	CVCL_A3TL	no available	Homo sapiens	30-39Y	no available	Male	no available	Idiopathic pulmonary hypertension	no available	Peripheral blood	no available
HPS1378	CVCL_A3TM	no available	Homo sapiens	30-39Y	no available	Male	no available	Idiopathic pulmonary hypertension	no available	Peripheral blood	no available
HPS1379	CVCL_C9NM	no available	Homo sapiens	40-49Y	no available	Male	no available	Buerger disease	no available	Peripheral blood	no available
HPS1380	CVCL_C9NN	no available	Homo sapiens	40-49Y	no available	Male	no available	Buerger disease	no available	Peripheral blood	no available
HPS1381	CVCL_C9NP	no available	Homo sapiens	40-49Y	no available	Male	no available	Buerger disease	no available	Peripheral blood	no available
HPS1382	CVCL_C9NQ	no available	Homo sapiens	40-49Y	no available	Male	no available	Buerger disease	no available	Peripheral blood	no available
HPS1383	CVCL_C9NR	no available	Homo sapiens	40-49Y	no available	Male	no available	Buerger disease	no available	Peripheral blood	no available
HPS1384	CVCL_C9NS	no available	Homo sapiens	40-49Y	no available	Male	no available	Buerger disease	no available	Peripheral blood	no available
HPS1385	CVCL_UN76	no available	Homo sapiens	30-39Y	no available	Female	no available	Heritable pulmonary arterial hypertension	no available	Peripheral blood	no available
HPS1386	CVCL_A3TN	no available	Homo sapiens	30-39Y	no available	Female	no available	Heritable pulmonary arterial hypertension	no available	Peripheral blood	no available
HPS1387	CVCL_A3TP	no available	Homo sapiens	30-39Y	no available	Female	no available	Heritable pulmonary arterial hypertension	no available	Peripheral blood	no available
HPS1388	CVCL_A3TQ	no available	Homo sapiens	30-39Y	no available	Female	no available	Heritable pulmonary arterial hypertension	no available	Peripheral blood	no available
HPS1389	CVCL_A3TR	no available	Homo sapiens	30-39Y	no available	Female	no available	Heritable pulmonary arterial hypertension	no available	Peripheral blood	no available
HPS1390	CVCL_A3TS	no available	Homo sapiens	30-39Y	no available	Female	no available	Heritable pulmonary arterial hypertension	no available	Peripheral blood	no available
HPS1391	CVCL_UN77	no available	Homo sapiens	10-19Y	no available	Male	no available	Spinal muscular atrophy type 2	no available	Peripheral blood	no available
HPS1392	CVCL_YQ50	no available	Homo sapiens	10-19Y	no available	Male	no available	Spinal muscular atrophy type 2	no available	Peripheral blood	no available
HPS1393	CVCL_YQ51	no available	Homo sapiens	10-19Y	no available	Male	no available	Spinal muscular atrophy type 2	no available	Peripheral blood	no available
HPS1394	CVCL_YQ52	no available	Homo sapiens	10-19Y	no available	Male	no available	Spinal muscular atrophy type 2	no available	Peripheral blood	no available
HPS1395	CVCL_YQ53	no available	Homo sapiens	10-19Y	no available	Male	no available	Spinal muscular atrophy type 2	no available	Peripheral blood	no available
HPS1396	CVCL_YQ54	no available	Homo sapiens	10-19Y	no available	Male	no available	Spinal muscular atrophy type 2	no available	Peripheral blood	no available
HPS1397	CVCL_C9NT	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1398	CVCL_C9NU	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1399	CVCL_C9NV	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1400	CVCL_C9NW	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1401	CVCL_C9NX	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1402	CVCL_C9NY	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1403	CVCL_UN78	no available	Homo sapiens	70-79Y	no available	Female	no available	Paroxysmal nocturnal hemoglobinuria	no available	Peripheral blood	no available
HPS1404	CVCL_A3UM	no available	Homo sapiens	70-79Y	no available	Female	no available	Paroxysmal nocturnal hemoglobinuria	no available	Peripheral blood	no available
HPS1405	CVCL_A3UN	no available	Homo sapiens	70-79Y	no available	Female	no available	Paroxysmal nocturnal hemoglobinuria	no available	Peripheral blood	no available
HPS1406	CVCL_A3UP	no available	Homo sapiens	70-79Y	no available	Female	no available	Paroxysmal nocturnal hemoglobinuria	no available	Peripheral blood	no available
HPS1407	CVCL_A3UQ	no available	Homo sapiens	70-79Y	no available	Female	no available	Paroxysmal nocturnal hemoglobinuria	no available	Peripheral blood	no available
HPS1408	CVCL_A3UR	no available	Homo sapiens	70-79Y	no available	Female	no available	Paroxysmal nocturnal hemoglobinuria	no available	Peripheral blood	no available
HPS1421	CVCL_YS30	no available	Homo sapiens	40-49Y	no available	Female	no available	Ring chromosome 20 syndrome	no available	Peripheral blood	no available
HPS1422	CVCL_YS31	no available	Homo sapiens	40-49Y	no available	Female	no available	Ring chromosome 20 syndrome	no available	Peripheral blood	no available
HPS1423	CVCL_YS32	no available	Homo sapiens	40-49Y	no available	Female	no available	Ring chromosome 20 syndrome	no available	Peripheral blood	no available
HPS1424	CVCL_YS33	no available	Homo sapiens	40-49Y	no available	Female	no available	Ring chromosome 20 syndrome	no available	Peripheral blood	no available
HPS1425	CVCL_YS34	no available	Homo sapiens	40-49Y	no available	Female	no available	Ring chromosome 20 syndrome	no available	Peripheral blood	no available
HPS1426	CVCL_YS35	no available	Homo sapiens	40-49Y	no available	Female	no available	Ring chromosome 20 syndrome	no available	Peripheral blood	no available
HPS1427	CVCL_UN79	no available	Homo sapiens	20-29Y	no available	Male	no available	Cystinosis	no available	Peripheral blood	no available
HPS1428	CVCL_YQ55	no available	Homo sapiens	20-29Y	no available	Male	no available	Cystinosis	no available	Peripheral blood	no available
HPS1429	CVCL_YQ56	no available	Homo sapiens	20-29Y	no available	Male	no available	Cystinosis	no available	Peripheral blood	no available
HPS1430	CVCL_C9MF	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1431	CVCL_C9MG	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1432	CVCL_C9MH	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1433	CVCL_C9MI	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1434	CVCL_C9MJ	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
HPS1435	CVCL_C9MK	no available	Homo sapiens	20-29Y	no available	Male	no available	Ulcerative colitis	no available	Peripheral blood	no available
